claim_id,claim_text,source_file,source_section,originating_run,claim_type,current_evidence_status,geography,confidence,freshness_or_review_date,material_to_historical_decision,evidence_quality,evidence_ids,source_ids,audit_notes,duplicate_locations
HC-0091,"# Competitor Price And Scope Comparison | Alternative | Evidence/price status | Presence | Structured orders | Workflow responsibility | Recurring/support | Best when | |---|---|---|---|---|---|---| | Cheap WordPress/freelancer | AED 300 is unsourced objection hypothesis | Yes | Usually no | No | Variable/none | Basic business card | | WordPress/menu/plugin | Variable, not verified | Yes | Conditional | Limited | Plugin/hosting/support variable | Simple display/form | | WooCommerce setup | Variable, not verified | Yes | Yes | Generic commerce, not restaurant ops | Hosting/plugin/support | Generic checkout fits | | UAE agency | Not verified in this run | Yes | Scope-dependent | Contract-dependent | Contract-dependent | Brand/content primary | | Ordering SaaS | Global vendor anchors only | Yes | Yes | Vendor-standard | Monthly/per-order | Standard product fits | | POS module | Vendor-specific | Conditional | Yes | Often integrated queue | Contract/vendor support | Existing POS solves job |",LEG-SRC-0106,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0106,LEG-SRC-0106,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0092,"# Devil's Advocate Pricing Attack ## Core Attack ## Why Alternatives Win - **Cheap WordPress:** Enough for presence, menu, map, and WhatsApp button. - **Manual WhatsApp:** Already installed, flexible, familiar, and cheap in visible cash terms. - **POS/SaaS:** May already provide one integrated queue, payments, updates, support, and lower supplier risk. - **Aggregators:** Preserve discovery and fulfilment convenience. - **Doing nothing:** Avoids change, training, and another queue. ## Prices Too High - T0 managed first year: AED 7,800 builder fees. - T1 managed first year: AED 15,300 builder fees. - T2 managed first year: AED 28,200 builder fees before discovery, pass-through, modules, VAT, and overages. ## Prices Too Low - T2 modeled cost floor reaches AED 13,100 before acquisition, account management, incidents, collection, and offboarding. - T2 launch at AED 12,000 may already lose money.",LEG-SRC-0107,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0107,LEG-SRC-0107,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0093,"# Evidence Auditor Pricing Review ## Verdict ## Material Findings ## Number Restrictions - Stripe and Telegram official costs remain provider-specific pass-through references. - Aggregator exposure is a high scenario, never expected savings. - All package prices, monthly fees, allowances, overages, discounts, module prices, and discovery fees are assumptions. - First-year builder-fee totals exclude VAT, third-party costs, and exceptional work. - The 55-hour T2 threshold is rejected as fake precision; use a discovery-trigger rule. ## Mandatory Corrections Applied ## Unsafe Public Claims",LEG-SRC-0108,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0108,LEG-SRC-0108,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0094,"# Executive Post-Pricing Responses ## Owner / Buyer Response - **Right:** Transparent setup/support/pass-through separation; fair defect treatment; milestone payments; recommending cheaper alternatives where appropriate. - **Missed:** Each tier must state what restaurant responsibility or burden it removes. - **Too high:** T0 managed AED 350 and T1 AED 7,500 standard where ongoing value is not visible. - **Too low:** No owner-side price is obviously too low; T2 provider risk does not automatically create buyer value. - **Unpriced:** Staff turnover, retraining, peak troubleshooting, missed-order response, vendor escalation, cancellation/export/offboarding. - **Competitor issue:** Must answer why a POS/SaaS queue is not already enough. - **Hosting issue:** Client-owned T2 +AED 1,500 plus AED 900/month feels punitive without a visible responsibility difference. - **Dangerous module:** WhatsApp deterministic bot.",LEG-SRC-0109,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0109,LEG-SRC-0109,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0095,"# Executive Pricing Memos ## Memo A - Restaurant Owner Buyer / Cashflow / Sales Practicality | Tier | Launch setup | Standard setup | Managed monthly | |---|---:|---:|---:| | T0 | AED 1,900-2,600 | AED 2,500-3,500 | AED 250-350 | | T1 | AED 3,400-4,900 | AED 4,500-6,500 | AED 450-650 | | T2 | AED 6,750-10,500 | AED 9,000-14,000 | AED 750-1,100 | ## Memo B - Restaurant Operator / Hosting / Third-Party Cost | Tier | Launch setup | Standard setup | Managed monthly | Client-owned monthly | |---|---:|---:|---:|---:| | T0 | AED 1,900-2,600 | AED 2,500-3,500 | AED 250-350 | AED 200-300 | | T1 | AED 3,400-4,900 | AED 4,500-6,500 | AED 450-650 | AED 350-500 | | T2 | AED 6,750-10,100 | AED 9,000-13,500 | AED 750-1,100 | AED 650-900 | ## Memo C - ROI Pricing / Restaurant Cashflow / Evidence Economics | Tier | Launch setup | Standard setup | Managed monthly | |---|---:|---:|---:| | T0 | AED 1,900-2,250 | AED 2,500-3,000 | AED 250-350 |",LEG-SRC-0110,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0110,LEG-SRC-0110,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0096,"# Hosting And Responsibility Pricing Options | Option | Setup | Recurring | Ownership | Provider burden | Decision | |---|---:|---:|---|---|---| | Provider-managed | Base setup | Managed plan mandatory | Provider controls deployment; restaurant pays vendors/pass-through | Monitoring, backups, restoration/vendor coordination within boundaries | Launch default | | Client-owned T0/T1 | +AED 750/+AED 1,000 | Optional care AED 250/AED 450 | Restaurant owns accounts/billing | Product support only if purchased; troubleshooting may be harder | Proposed | | Hybrid launch then transfer | Managed launch; clean transfer AED 750-1,500 | Managed until transfer | Transfers after checklist | Export/credentials only; broader migration quoted | Conditional | | Client-owned T2 | Not available initially | Later hypothesis AED 900/month | Restaurant-owned | Responsibility reduction unproven | Deferred | ## Responsibility Matrix",LEG-SRC-0111,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0111,LEG-SRC-0111,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0097,# Module Pricing Draft | Module | Classification | Third-party rule | |---|---|---| | WhatsApp 1 handoff | Included when trivial or bounded quote | Usually none | | WhatsApp 2 deterministic bot | Paid discovery/custom | Meta/BSP pass-through | | WhatsApp 3 bounded AI | Deferred/custom | Meta/BSP/AI pass-through | | Telegram 1 receiver | Included T0 | Hosting disclosed | | Telegram 2 deterministic bot | Paid discovery/custom | Hosting disclosed | | Telegram 3 bounded AI | Deferred/custom | AI/hosting pass-through | | Catering/group enquiry | Bounded quote | Optional messaging pass-through | | Payment | Paid discovery/custom | Gateway/refund/dispute pass-through | | Delivery zones/fees/minimums | Discovery/scope-triggered quote | Maps/vendor pass-through | | Dashboard/status workflow | T2 core after discovery | None/vendor as applicable | | Table QR | Deferred pending workflow gate | Printing/vendor pass-through |,LEG-SRC-0112,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0112,LEG-SRC-0112,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0098,"# Internal Price Card Draft | Offer | Launch | Standard | Recurring | |---|---:|---:|---:| | T0 Ordering Page | AED 2,900 | AED 3,600 | Managed AED 350/month; client-owned care AED 250 optional | | T1 Website + Ordering | AED 5,900 | AED 7,500 | Managed AED 650/month; client-owned care AED 450 optional | | T2 Paid Discovery | AED 2,500 | AED 2,500 | None | | T2 Direct Order Workflow | AED 12,000 after discovery | AED 15,000 after discovery | Managed AED 1,100/month mandatory |",LEG-SRC-0113,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0113,LEG-SRC-0113,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0099,# Pricing Basis Map | Basis | Role in decision | Safe use | Unsafe use | |---|---|---|---| | Restaurant ROI ceiling | Tests affordability and payback sensitivity | Owner-specific conservative scenario | Guaranteed savings or universal payback | | Competitor ceiling | Shows alternatives and objection context | Compare jobs/responsibilities | Treat unlike offers as equivalent | | Developer cost floor | Protects delivery and continuity | Hours x blended rate plus risk | Present assumptions as measured facts | | Support/responsibility load | Determines recurring requirement | Explicit allowance and overage | Unlimited support | | Third-party costs | Determines pass-through budget | Direct pay or transparent pass-through | Hidden markup/cost | | Hosting mode | Changes ownership and operational burden | Different setup/recurring structure | Imply zero responsibility | | Cashflow/urgency | Supports deposit and launch offer | Bounded launch discount | Permanent discounting |,LEG-SRC-0114,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0114,LEG-SRC-0114,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0100,"# Pricing Final Verdict ## Executive Summary ## Chosen Pricing Structure | Package | Launch setup | Standard setup | Provider-managed monthly | Client-owned support | |---|---:|---:|---:|---:| | T0 Ordering Page | 2,900 | 3,600 | 350 mandatory while managed | 250 optional | | T1 Website + Ordering | 5,900 | 7,500 | 650 mandatory while managed | 450 optional | | T2 Direct Order Workflow | 12,000 after discovery | 15,000 after discovery | 1,100 mandatory | Unavailable during initial cohort | ## Why This Structure - Setup funds finite acquisition, onboarding, data, configuration, training, and acceptance. - Recurring fees fund retained product/hosting responsibility, not restaurant operations. - Pass-through separation prevents hidden vendor-cost promises. - Exceptional-work pricing protects standard packages from becoming unlimited service. ## Hosting And Responsibility | Mode | Internal hypothesis | Rule |",LEG-SRC-0115,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0115,LEG-SRC-0115,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0101,# Pricing Options Comparison | Option | Clarity | Provider protection | Sales friction | Decision | |---|---|---|---|---| | One-time setup + optional support | High | Weak where responsibility continues | Low initially | Use only client-owned T0/T1 after acceptance | | Setup + mandatory monthly support | Clear when responsibility visible | Strong | Medium-high | Use managed T0/T1 and all T2 | | Lower setup + higher monthly managed service | Improves cash entry | Creates retention/collection risk | Medium | Rejected for now | | Annual-first package | Predictable cash | Buyer commitment untested | High | Deferred | | Launch setup discount + standard pricing | Buys validation data | Safe if setup-only and cohort bounded | Medium | Chosen |,LEG-SRC-0116,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0116,LEG-SRC-0116,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0102,"# Provider Cost And Allowance Model | Scope | Assumed setup hours | Inferred buffered floor | Primary risk | Commercial protection | |---|---:|---:|---|---| | T0 | 10-16 | AED 2,000-3,250 | Cleanup/missed notifications | Fixed allowance, named owner | | T1 | 20-32 | AED 4,000-6,500 | Content/design creep | Template/revision limits | | T2 | 40-65 | AED 8,000-13,100 | Workflow/training/incidents | Paid discovery, mandatory support | | Bounded modules | Unknown | Quote | Dependency variance | Acceptance/data gate | | Bots/payment/delivery/integrations | Unknown/high | Discovery/custom | Vendor/failure responsibility | No fixed price |",LEG-SRC-0117,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0117,LEG-SRC-0117,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0103,# Role-Specific Starting Briefs ## 1. Restaurant Owner Buyer ## 2. Restaurant Cashflow Analyst ## 3. ROI Pricing Analyst ## 4. Competitor Price Analyst ## 5. Cheap WordPress Objection Analyst ## 6. Packaging and Offer Analyst ## 7. Hosting and Responsibility Analyst ## 8. Developer Cost and Support Analyst ## 9. Third-Party Cost Analyst ## 10. Sales Practicality Analyst ## 11. Evidence Auditor ## 12. Devil's Advocate ## 13. Chairman,LEG-SRC-0118,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0118,LEG-SRC-0118,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0104,"# Run 003 Sales Deliverables Handoff ## Use - Internal launch prices: T0 AED 2,900; T1 AED 5,900; T2 AED 12,000 after paid discovery. - Internal standard hypotheses: T0 AED 3,600; T1 AED 7,500; T2 AED 15,000 after discovery. - Managed monthly: AED 350 / 650 / 1,100. - T2 discovery: internal AED 2,500 hypothesis. ## Say - Aggregators remain discovery channels. - Estimate ROI using owner data; no guarantee. - Price setup, retained responsibility, vendors, and exceptional work separately. - Recommend cheaper alternatives when they solve the actual job. ## Do Not Say - UAE-standard/fair-market/proven prices. - Guaranteed savings, revenue, SEO, conversion, reliability, uptime, or ROI. - Universal POS/delivery integration. - All-inclusive while vendors/VAT are excluded. ## Required Sales Assets - Alternative-fit checklist. - Owner discovery questionnaire and ROI calculator. - Tier responsibility matrix.",LEG-SRC-0119,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0119,LEG-SRC-0119,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0105,# Assumption Ledger | ID | Assumption | Bounded value | Confidence | What proves it wrong | |---|---|---:|---|---| | A-001 | Internal blended productive developer value including overhead/risk | AED 175/hour | Low-medium | Actual delivery/support economics require materially higher/lower rate | | A-002 | Tier 0 setup effort | 10-16 hours | Low | First three implementations | | A-003 | Tier 1 setup effort | 20-32 hours | Low | First three implementations | | A-004 | Tier 2 setup effort | 40-65 hours | Low | First two workflow implementations | | A-005 | Monthly standard support consumption | T0 0.5h; T1 1h; T2 2h | Low | Ticket/time logs | | A-006 | Launch clients may receive a 20%-30% setup discount in return for bounded validation participation | 25% target | Low | Close-rate and delivery economics | | A-007 | Managed service requires a recurring minimum even when infrastructure cost is small | AED 250/450/750 monthly by tier | Low | Support usage and buyer rejection |,LEG-SRC-0120,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0120,LEG-SRC-0120,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0106,"# Competitor Ledger | Alternative | Price position | Solves | Does not necessarily solve | Evidence status | |---|---|---|---|---| | AED 300 cheap WordPress/freelancer offer | Very low upfront | Basic presence | Structured ordering/workflow/support | Unsourced owner-objection hypothesis; not market benchmark | | Manual WhatsApp/phone | Low cash cost | Familiar direct conversation | Structure, history, leakage control | Strong real alternative | | Ordering SaaS | Low-medium recurring | Standard ordering capabilities | Local service/custom responsibility | Vendor pricing anchors | | POS ordering module | Medium recurring/contractual | Integrated operational queue | Independence/flexible owned channel | Vendor-specific | | Website agency | Medium-high setup | Presence/design/content | Restaurant workflow unless scoped | Broad market category | | Aggregators | Variable commission/fees | Discovery and fulfilment convenience | First-party relationship/control | Established alternative |",LEG-SRC-0121,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0121,LEG-SRC-0121,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0107,"# Custom Quote Ledger | Trigger | Required discovery | Quote rule | |---|---|---| | Unsupported/unknown POS or delivery provider | API access, sandbox, mapping, failure responsibility | Paid discovery before implementation quote | | Multi-branch or advanced roles | Branch/process audit | Separate project and recurring support quote | | AI assistant | Knowledge base, safety evaluation, budget, escalation | Paid discovery plus usage/support budget | | Custom workflow/design/content | Acceptance criteria and finite deliverables | Fixed quote or AED 175/hour internal floor | | After-hours/urgent work | Severity and response expectation | Separate availability agreement; not implied | | First-cohort Tier 2 | Workflow, responsibility, readiness, acceptance, risks | Paid discovery before implementation quote | | Broader migration/transfer | DNS, credentials, deployment, verification, vendors | Custom quote; clean export allowance does not apply |",LEG-SRC-0122,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0122,LEG-SRC-0122,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0108,"# Decision Log - D-001: Preserve Run 2B's three base packages and finite gated modules. - D-002: Price responsibility and provider workload, not feature count alone. - D-003: Separate setup fees, recurring support/service fees, third-party pass-through costs, and exceptional work. - D-004: Use internal blended rate and effort ranges as labeled scenario assumptions until measured. - D-005: Keep all prices internal/launch/standard labeled; do not publish as final public prices. - D-006: Do not guarantee ROI or use avoided aggregator commission as the only price anchor. - D-007: Do not bundle universal POS, delivery, or AI responsibility into standard prices. - D-008: Discard any tentative direct price direction formed before sealed council memos; it is not a decision or evidence. - D-009: Use the restaurant commercial council framework: five sealed thinker perspectives, disagreement review, Chairman first synthesis, post-decision response, Devil's Advocate, Evidence Auditor, and final Chairman verdict.",LEG-SRC-0123,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0123,LEG-SRC-0123,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0109,"# Evidence Ledger | ID | Claim | Classification | Geography | Provenance | Limitation | |---|---|---|---|---|---| | E-001 | Tier 0, Tier 1, and Tier 2 have materially different provider responsibilities and support risk. | Confirmed internal decision | UAE | Run 2B | Provider hours are not measured yet | | E-002 | Setup, recurring support, third-party costs, and exceptional work must be priced separately. | Confirmed internal decision | UAE | Run 001/2B | Buyer acceptance untested | | E-003 | Low-price/high-touch service is unsafe for a one-developer provider. | Strong inference | Generic/UAE | Run 001 provider-risk analysis | No measured UAE provider cohort | | E-004 | Restaurant ROI is conditional and should bound, not dictate, price. | Confirmed internal rule | UAE | Run 2A-Redo | ROI inputs require owner data | | E-005 | Cheap brochure websites, manual WhatsApp, ordering SaaS, POS modules, aggregators, and doing nothing are real alternatives. | Confirmed alternatives set | UAE/global | Run 001/2B | Exact scope and prices vary |",LEG-SRC-0124,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0124,LEG-SRC-0124,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0110,"# Hosting Responsibility Ledger | Mode | Account ownership | Provider responsibility | Price direction | Decision status | |---|---|---|---|---| | Client-owned T0/T1 | Restaurant owns vendor accounts/billing | Optional bounded product support | +AED 750/+AED 1,000; optional AED 250/AED 450 | Proposed internal hypothesis | | Provider-managed | Provider manages deployment/vendor coordination | Bounded monitoring, backups, restoration/vendor handling | Managed recurring mandatory | Confirmed launch default | | Hybrid launch then migrate | Provider manages launch, later transfers | Clean export only within allowance | AED 750-1,500; broader work quoted | Proposed conditional | | Client-owned T2 | Restaurant owns accounts | Responsibility reduction unproven | Not offered initial cohort | Confirmed restriction |",LEG-SRC-0125,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0125,LEG-SRC-0125,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0111,# Module Pricing Ledger | Module | Pricing classification | Setup | Recurring/support | Pass-through | Status | |---|---|---:|---:|---|---| | WhatsApp 1 handoff | Included when trivial or bounded quote | Quote | Tier allowance | Usually none | Final internal classification | | WhatsApp 2 deterministic bot | Paid discovery/custom quote | Quote | Quote | Meta/BSP | Corrected after audit | | WhatsApp 3 bounded AI | Custom/delayed | Quote | Quote | Meta/BSP/AI | Final internal classification | | Telegram 2 deterministic bot | Paid discovery/custom quote | Quote | Quote | Hosting | Corrected after audit | | Telegram 3 bounded AI | Custom/delayed | Quote | Quote | AI/hosting | Final internal classification | | Catering/group enquiry | Bounded quote | Quote | Tier allowance or quote | Optional messaging | Sellable this week | | Payment | Paid discovery/custom quote | Quote | Quote | Gateway/disputes/refunds | Final internal classification |,LEG-SRC-0126,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0126,LEG-SRC-0126,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0112,"# Pricing Ledger | Item | Launch setup | Standard setup | Managed monthly | Client-owned support | Status | |---|---:|---:|---:|---:|---| | Tier 0 - Ordering Page | AED 2,900 | AED 3,600 | AED 350 | AED 250 optional | Internal hypothesis | | Tier 1 - Website + Ordering | AED 5,900 | AED 7,500 | AED 650 | AED 450 optional | Internal hypothesis | | Tier 2 - Direct Order Workflow | AED 12,000 after AED 2,500 discovery | AED 15,000 after discovery | AED 1,100 mandatory | Unavailable initial cohort | Internal hypothesis |",LEG-SRC-0128,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0128,LEG-SRC-0128,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0113,"# Research Ledger | ID | Question | Method | Status | Decision supported | |---|---|---|---|---| | R-001 | What package and responsibility boundaries are locked? | Run 2B repository review | Complete | Price three bases plus gated modules | | R-002 | What ROI claims may safely influence price? | Run 2A-Redo review | Complete | Use measured value, never guaranteed uplift | | R-003 | What competitor and third-party prices are current enough to anchor comparisons? | Existing Run 2A evidence and targeted verification attempt | Complete with limitations | Vendor/pass-through references only; no UAE market-price conclusion | | R-004 | What provider cost floor protects a one-developer service? | Bounded scenario model plus council challenge | Complete as hypothesis | Internal setup, recurring, allowance, overage decisions |",LEG-SRC-0129,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0129,LEG-SRC-0129,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0114,"# Run 002C Completion Report ## Status ## Research And Council Process ## Pricing Model Chosen ## Internal Price Hypotheses | Package | Launch setup | Standard setup | Managed monthly | |---|---:|---:|---:| | T0 | AED 2,900 | AED 3,600 | AED 350 | | T1 | AED 5,900 | AED 7,500 | AED 650 | | T2 | AED 12,000 after discovery | AED 15,000 after discovery | AED 1,100 | ## Hosting And Responsibility ## Cheap WordPress Justification ## Allowances And Modules ## Support Risks ## What Can Be Sold This Week ## Sales Deliverables Readiness ## Exact First Question For Run 003",LEG-SRC-0130,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0130,LEG-SRC-0130,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0115,"# Run Status - Run: `2026-06-14-pricing-and-commercial-justification-002C` - Status: Complete - Current stage: Closed - Authorization: Repository `AGENTS.md`, commercial pricing phase - Package gate: Run 2B three base packages plus gated modules - Public status: Internal pricing decisions only; not final polished public sales copy - Final classification: Internal pricing hypothesis approved for bounded quoting; public pricing unresolved",LEG-SRC-0131,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0131,LEG-SRC-0131,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0116,"# Source Ledger | ID | Source | Type | Geography | Use | Limitation | |---|---|---|---|---|---| | S-001 | `handoffs/company-memory.md` | Internal memory | UAE | Locked product and company rules | Not market evidence | | S-002 | Run 001 ledgers and interim verdict | Internal council evidence | UAE/GCC/global | Risks, alternatives, support boundaries | Mixed source quality | | S-003 | Run 2A-Redo ROI artifacts and ledgers | Internal research synthesis | UAE/scenario | ROI ceiling and safe claims | Positive outcomes remain scenario-based | | S-004 | Run 2B ledgers, handoff, and final verdict | Internal council decision | UAE | Package and responsibility gate | Buyer acceptance unvalidated | | S-005 | Stripe UAE pricing | Official provider pricing | UAE | Payment pass-through reference | Provider-specific and changeable | | S-006 | Meta WhatsApp Business Platform pricing docs | Official documentation | Country-priced/global | WhatsApp pass-through structure | Rates/policies change |",LEG-SRC-0132,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0132,LEG-SRC-0132,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0117,"# Activity Log ## 2026-06-14 - Read council skill instructions and Run 001 completion materials. - Located prior evidence ledger, assumption ledger, decision log, and interim verdict. - Confirmed Run 001 is closed and must not be restarted. - Created Run 002A workspace and started ROI/fulfilment economics framing. - Identified missing master handoff file path and recorded closest available prior run context.",LEG-SRC-0133,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0133,LEG-SRC-0133,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0118,# Advisor Memo: Business Builder,LEG-SRC-0134,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0134,LEG-SRC-0134,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0119,# Advisor Memo: Competitor and Alternatives Analyst,LEG-SRC-0135,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0135,LEG-SRC-0135,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0120,# Advisor Memo: Market Economics Analyst,LEG-SRC-0136,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0136,LEG-SRC-0136,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0121,# Advisor Memo: Restaurant Operator / Fulfilment Manager,LEG-SRC-0137,imported evidence/library entry,2026-06-14-restaurant-roi-fulfillment-economics-002A,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0137,LEG-SRC-0137,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
